"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
20.04.2020,16:00:00,д Измайловка,326,55.250277777777775,74.8475,9.0,9,15.8,15.8,15.8,мн
21.04.2020,14:00:00,с Серебряное,45,55.73361111111111,74.3711111111111,15.0,12,69,69,69,мн
21.04.2020,19:00:00,д Вишневка,320,55.49166666666667,74.91333333333333,13.0,1,1.5,1.5,1.5,мн
21.04.2020,15:00:00,д Кирсаново,97,55.271388888888886,74.49166666666666,15.0,15,23,23,23,с иных категорий
22.04.2020,16:00:00,с Ивановка,29,55.1825,75.26944444444445,12.0,6,12.3,12.3,12.3,с иных категорий
22.04.2020,13:00:00,д Чернышеевка,219,55.52305555555556,73.755,15.0,9,99.1,99.1,99.1,с иных категорий
22.04.2020,21:00:00,рп Горьковское,63,55.38305555555556,74.38555555555556,12.0,1,1.3,1.3,1.3,мн
22.04.2020,11:30:00,с Сорочино,334,55.12277777777778,74.8,15.0,0.7,5.1,5.1,5.1,с иных категорий
22.04.2020,12:30:00,с Паутовка,201,55.4725,74.48194444444445,15.0,2.5,4.8,4.8,4.8,с иных категорий
22.04.2020,14:00:00,д Медвежья Грива,329,55.264722222222225,75.20527777777778,17.0,40,176.3,176.3,176.3,с иных категорий
22.04.2020,10:30:00,п Ударный,317,55.1975,74.24472222222222,17.0,10,36.6,36.6,36.6,мн
23.04.2020,11:30:00,д Благовещенка,286,54.74305555555556,74.4888888888889,18.0,6,17,17,17,с иных категорий
27.04.2020,10:00:00,с Красная Поляна,34,55.32277777777778,74.29861111111111,13.0,7,24,24,24,с иных категорий
27.04.2020,15:30:00,с Старомалиновка,1,55.844722222222224,74.60777777777778,13.0,4,9.2,9.2,9.2,мн
27.04.2020,12:00:00,д Большемитькино,245,55.29194444444445,74.6438888888889,13.0,2.9,10.3,10.3,10.3,с иных категорий
27.04.2020,11:30:00,д Пугачевка,178,55.32083333333333,74.82555555555555,13.0,8,13,13,13,с иных категорий
13.04.2020,16:00:00,д Локти,319,55.255,75.01055555555556,3.0,9,24.6,24.6,24.6,с иных категорий
13.04.2020,20:00:00,д Слободка,113,55.36138888888889,75.08277777777778,3.0,10,19.1,19.1,19.1,с иных категорий
14.04.2020,13:00:00,д Кирсаново,97,55.263888888888886,74.41277777777778,10.0,15,46.8,46.8,46.8,с иных категорий
14.04.2020,14:00:00,с Хомутинка,141,55.466944444444444,75.20777777777778,10.0,10,20.1,20.1,20.1,с иных категорий
14.04.2020,18:00:00,д Зенкуль,35,55.50861111111111,74.77277777777778,10.0,2.4,4.5,4.5,4.5,с иных категорий
14.04.2020,19:00:00,д Слободка,102,55.37638888888889,75.0425,10.0,5.1,5.9,5.9,5.9,мн
08.05.2020,16:00:00,д Новомалиновка,341,55.83888888888889,74.615,3.0,10,20.2,20.2,20.2,мн
20.05.2020,12:40:00,д Кабанье,351,55.01138888888889,75.34666666666666,2.0,3.5,18.4,18.4,18.4,от гроз
18.06.2020,12:30:00,д Ермолаевка,25,55.09583333333333,75.15527777777778,7.0,1.5,2.8,2.8,2.8,мн
20.06.2020,19:20:00,п Индейка,243,54.95,74.4,3.0,0.2,0.5,0.5,0.5,мн
06.08.2020,09:00:00,д Илюшкинская,194,55.0475,74.98777777777778,3.0,3.7,11.4,11.4,11.4,мн
29.07.2020,14:30:00,рп Горьковское,336,55.41027777777778,74.33277777777778,11.0,5,45.3,45.3,45.3,с иных категорий
20.10.2020,13:00:00,с Красная Поляна,334,55.29388888888889,74.22611111111111,6.0,10,16.4,16.4,16.4,мн
04.10.2020,16:00:00,с Ситниково,16,55.68555555555555,74.79666666666667,6.0,0.6,0.7,0.7,0.7,мн
19.04.2020,09:00:00,д Верхний Яман,258,56.00055555555556,71.12055555555555,5.0,23.4,67.4,67.4,67.4,с иных категорий
20.04.2020,13:30:00,с Яман,145,56.02,71.42305555555555,3.0,3,3,3,3,с иных категорий
20.04.2020,14:00:00,с Яман,202,55.973055555555554,71.3313888888889,3.0,3,6.8,6.8,6.8,с иных категорий
21.04.2020,14:00:00,с Оглухино,335,55.941944444444445,71.75888888888889,3.0,6.3,12.9,12.9,12.9,с иных категорий
21.04.2020,14:00:00,рп Крутинка,250,55.94694444444445,71.37694444444445,3.0,25.4,60.3,50.4,50.4,с иных категорий
22.04.2020,12:30:00,рп Крутинка,247,55.964444444444446,71.36944444444444,8.0,64,150.1,150.1,128.3,с иных категорий
22.04.2020,06:00:00,с Паново,353,56.40777777777778,70.96055555555556,11.0,35,54.9,54.9,0,мн
25.04.2020,09:00:00,д Кабанье,35,56.19027777777778,71.54972222222223,4.0,7.2,19.3,19.3,19.3,с иных категорий
26.04.2020,11:30:00,с Оглухино,115,55.84888888888889,71.83444444444444,10.0,8,19.1,19.1,19.1,с иных категорий
27.04.2020,12:00:00,рп Крутинка,174,55.94694444444445,71.51805555555555,8.0,7.3,22.9,22.9,22.9,с иных категорий
27.04.2020,19:00:00,д Березово,201,56.096111111111114,71.78472222222223,10.0,5.4,15.3,15.3,15.3,мн
29.04.2020,12:00:00,д Чикишево,339,55.931111111111115,71.56916666666666,7.0,7.1,23.6,23.6,23.6,с иных категорий
30.04.2020,13:00:00,д Кабанье,137,56.12222222222222,71.4786111111111,7.0,8.3,21.6,21.6,21.6,с иных категорий
02.05.2020,08:00:00,с Китерма,288,56.10472222222222,71.5586111111111,6.0,9.7,24.5,24.5,24.5,мн
08.05.2020,08:00:00,д Кабанье,94,56.14361111111111,71.58305555555556,3.0,12.1,23.6,23.6,22.5,мн
08.05.2020,08:00:00,рп Крутинка,204,55.93861111111111,71.4625,3.0,8.3,17.3,17.3,17.3,мн
10.05.2020,13:00:00,с Яман,324,56.096944444444446,71.31083333333333,5.0,7.5,16.5,16.5,16.5,с иных категорий
14.07.2020,15:00:00,с Паново,10,56.42194444444444,70.86305555555556,4.0,10,683.5,683.5,683.5,от гроз
16.07.2020,12:00:00,д Моторово,273,56.52611111111111,71.11611111111111,2.0,3,395,351,351,мн
25.07.2020,16:00:00,с Толоконцево,142,56.44083333333333,71.20916666666666,4.0,0.5,1.5,1.5,1.5,мн
30.07.2020,10:00:00,с Паново,351,56.4525,70.94972222222222,3.0,7,24.4,24.4,24.4,с иных категорий
24.07.2020,10:00:00,с Толоконцево,330,56.4925,71.15305555555555,5.0,10,116,116,91.5,мн
24.07.2020,12:00:00,д Моторово,315,56.47805555555556,71.1511111111111,5.0,10,54,54,41,от гроз
09.08.2020,08:30:00,д Пушкино,200,55.73388888888889,71.67111111111112,8.0,7,24.6,24.6,24.6,с иных категорий
06.08.2020,10:00:00,с Паново,1,56.45861111111111,70.98361111111112,4.0,5,24.5,24.5,24.5,мн
11.08.2020,10:00:00,д Ширяево,238,56.166666666666664,71.1613888888889,3.0,3,21.4,21.4,21.4,с иных категорий
21.10.2020,10:00:00,д Самаровка,356,55.8975,71.43861111111111,2.0,11.2,24.8,24.8,24.8,мн
17.10.2020,09:30:00,д Ширяево,293,56.19972222222222,71.15916666666666,12.0,3.7,24.7,24.7,24.7,с иных категорий
18.04.2020,06:00:00,д Малая Черноостровка,172,55.231944444444444,72.0838888888889,4.0,11,24.6,17.4,0,с иных категорий
19.04.2020,12:30:00,п Веселая Поляна,80,55.382222222222225,72.35333333333334,4.0,1,4.5,4.5,4.5,мн
19.04.2020,10:30:00,д Борятино,213,55.23388888888889,72.14305555555555,,5,10.7,10.7,10.7,с иных категорий
19.04.2020,16:00:00,д Усовка,180,54.903888888888886,72.6511111111111,,6,8,8,8,с иных категорий
20.04.2020,13:30:00,д Калиновка,309,55.39888888888889,72.72611111111111,,8,23.1,23.1,23.1,с иных категорий
21.04.2020,07:00:00,д Славинка,95,55.24861111111111,72.35638888888889,,5,11.8,11.8,11.8,с иных категорий
22.04.2020,13:00:00,п Политотдел,291,55.21388888888889,73.13694444444444,11.0,8,16.1,15,7.7,с иных категорий
22.04.2020,11:30:00,д Голенки,90,54.92166666666667,72.88472222222222,12.0,15,24.4,24.4,24.4,с иных категорий
25.04.2020,12:00:00,п Северо-Любинский,120,55.17805555555555,72.83805555555556,,4,22.5,22.5,22.5,с иных категорий
26.04.2020,11:30:00,с Алексеевка,72,55.33694444444444,72.07194444444444,,0.6,3.5,3.5,3.5,с иных категорий
26.04.2020,17:00:00,с Александровское,45,54.66833333333334,72.74027777777778,,6,9.7,9.7,0.7,с иных категорий
28.04.2020,08:00:00,д Помогаевка,30,54.66833333333334,72.74027777777778,,5,11.5,11.5,11.5,с иных категорий
02.05.2020,15:30:00,д Андреевка,307,55.32694444444444,72.55611111111111,,3,9.8,9.8,9.8,с иных категорий
07.05.2020,16:00:00,д Александровка,135,54.97361111111111,72.91277777777778,,8,9.8,9.8,9.8,с иных категорий
12.05.2020,09:00:00,с Новокиевка,13,55.31,72.45805555555556,,8.5,16.2,16.2,16.2,с иных категорий
18.05.2020,15:00:00,п Веселая Поляна,180,55.36805555555556,72.31805555555556,,3,6.6,6.6,6.6,мн
07.06.2020,13:00:00,п Южный,190,55.03472222222222,72.3125,,4,7,7,7,мн
08.06.2020,15:30:00,д Кочки,150,55.08305555555555,72.69194444444445,6.0,3,4.4,4.4,4.4,с иных категорий
13.06.2020,08:00:00,п Центрально-Любинский,30,55.08861111111111,72.31722222222223,,4,6.5,6.5,6.5,с иных категорий
15.06.2020,10:00:00,с Боголюбовка,180,55.466944444444444,73.09972222222223,,6,9.4,9.4,9.4,мн
23.07.2020,15:30:00,с Новоархангелка,51,55.433055555555555,72.99805555555555,5.0,18,23.3,23.3,23.3,мн
16.07.2020,18:30:00,рп Красный Яр,10,55.27972222222222,72.93638888888889,2.0,0.6,1,1,1,мн
02.09.2020,15:00:00,п Пролетарский,234,55.18611111111111,72.29388888888889,7.0,10,18,18,18,мн
14.08.2020,14:30:00,п Пролетарский,291,55.21611111111111,72.31888888888889,,3,9.5,9.5,9.5,мн
20.10.2020,15:00:00,аул Домбай,125,54.72694444444444,72.24388888888889,6.0,4,6.6,6.6,6.6,мн
19.10.2020,16:30:00,аул Домбай,285,54.79388888888889,72.04,,4,8.3,8.3,8.3,мн
17.10.2020,09:00:00,д Матюшино,45,55.29555555555555,72.84416666666667,,1,3,3,3,мн
17.10.2020,16:30:00,рп Любинский,180,55.14194444444445,72.70444444444445,,1.5,2.5,2.5,2.5,мн
18.10.2020,08:00:00,д Астрахановка,298,55.28388888888889,72.54888888888888,,15,23.2,23.2,23.2,мн
18.10.2020,13:00:00,д Малая Черноостровка,57,55.31194444444444,72.11805555555556,,7,12.4,12.4,12.4,мн
19.10.2020,13:30:00,д Канаковка,230,55.29666666666667,72.48055555555555,13.0,4,7.2,7.2,7.2,мн
18.04.2020,14:15:00,д Дурново,145,56.25111111111111,75.46805555555555,15.0,3.5,23.5,23.5,23.5,мн
18.04.2020,13:00:00,с Костино,203,56.16111111111111,74.93388888888889,18.0,3,12.4,12.4,12.4,с иных категорий
18.04.2020,14:17:00,д Кольцовка,159,56.235,75.99388888888889,18.0,50,297,297,250,мн
19.04.2020,10:30:00,д Новорождественка,243,56.28611111111111,74.12416666666667,6.0,1,2.5,2.5,2.5,мн
20.04.2020,08:00:00,д Кольцовка,195,56.48305555555555,75.14361111111111,10.0,95,357,277,277,мн
21.04.2020,15:01:00,д Юдинка,270,56.74166666666667,75.85,5.0,6,24,24,24,мн
22.04.2020,10:00:00,с Карбыза,89,56.96666666666667,75.01305555555555,18.0,85,85,85,85,мн
22.04.2020,11:15:00,д Курнево,93,56.295,75.61,18.0,5,22.9,22.9,22.9,мн
22.04.2020,07:15:00,д Кольцовка,159,56.185,75.99388888888889,18.0,55,295,295,295,мн
23.04.2020,09:10:00,рп Муромцево,110,56.39194444444445,75.355,12.0,8,73,73,73,мн
23.04.2020,03:30:00,д Любимовка,143,56.275,75.75611111111111,18.0,35,75,35,35,граница
24.04.2020,09:30:00,д Курнево,183,56.43333333333333,75.9413888888889,12.0,4.5,21.5,21.5,0,граница
25.04.2020,12:03:00,д Дурново,154,56.223055555555554,75.47611111111111,18.0,6,24.4,24.4,24.4,граница
25.04.2020,17:10:00,д Дурново,178,56.221111111111114,75.42,18.0,14,21.5,21.5,21.5,граница
26.04.2020,13:05:00,д Дурново,187,56.185,75.39194444444445,18.0,7,19,19,19,граница
26.04.2020,13:45:00,с Моховой Привал,354,56.065,74.83305555555556,18.0,8,22,22,22,мн
26.04.2020,17:15:00,с Моховой Привал,345,56.065,74.83305555555556,18.0,8,24.7,24.7,24.7,мн
27.04.2020,13:00:00,д Сперановка,175,56.166666666666664,74.8638888888889,12.0,4.3,17,17,17,мн
27.04.2020,06:30:00,д Дурново,187,56.185,75.39194444444445,12.0,6.2,19.7,19.7,19.7,граница
28.04.2020,01:00:00,рп Муромцево,110,56.39194444444445,75.355,5.0,6,19.2,19.2,19.2,мн
10.05.2020,11:30:00,с Мыс,216,56.575,75.73694444444445,6.0,0.7,1,1,1,линейные объекты
11.05.2020,13:15:00,д Алексеевка,265,56.543055555555554,74.73694444444445,5.0,6,10,10,10,мн
13.05.2020,14:10:00,с Ушаково,48,56.65277777777778,75.59166666666667,5.0,16,16,13,13,мн
17.05.2020,13:30:00,д Самохвалово,354,56.629444444444445,75.93333333333334,6.0,6.5,21.2,21.2,21.2,мн
18.05.2020,00:30:00,д Самохвалово,119,56.35611111111111,74.86805555555556,5.0,1,3,3,3,линейные объекты
18.04.2020,11:00:00,д Нововоскресенка,175,55.45,71.33305555555556,11.0,7,23.3,23.3,23.3,с иных категорий
19.04.2020,11:00:00,д Лебяжье,51,55.263888888888886,71.095,6.0,5,15.1,15.1,15.1,с иных категорий
20.04.2020,12:00:00,д Культжугут,357,55.27194444444444,71.21805555555555,3.0,3,24,24,24,с иных категорий
20.04.2020,14:00:00,с Князево,133,55.31527777777778,71.04305555555555,3.0,5,15.7,15.7,15.7,с иных категорий
21.04.2020,08:30:00,г Называевск,107,55.55111111111111,71.42305555555555,3.0,20,22,22,22,с иных категорий
21.04.2020,12:00:00,д Осиново,47,55.48305555555555,71.7761111111111,3.0,3,9,9,9,с иных категорий
22.04.2020,14:00:00,с Покровка,194,55.49388888888889,71.99194444444444,12.0,3,23.1,23.1,23.1,с иных категорий
22.04.2020,14:00:00,д Гагаринка,240,55.52,71.25694444444444,9.0,6,10,10,10,с иных категорий
25.04.2020,12:50:00,д Лебяжье,240,55.21805555555556,70.98611111111111,15.0,7,24.3,24.3,24.3,с иных категорий
25.04.2020,13:00:00,д Елизаветинка,123,55.58305555555555,70.8488888888889,15.0,9,20.7,20.7,20.7,с иных категорий
26.04.2020,13:00:00,д Лески,242,55.431111111111115,71.89611111111111,10.0,12,21,21,21,с иных категорий
28.04.2020,14:00:00,д Большая Сафониха,10,55.78888888888889,71.305,3.0,3,20.1,20.1,20.1,с иных категорий
02.05.2020,13:05:00,д Кочковатка,144,55.46888888888889,71.71305555555556,6.0,10.5,22.7,22.7,22.7,с иных категорий
07.05.2020,14:10:00,д Фомиха,339,55.52,71.48305555555555,8.0,6.9,14.1,14.1,14.1,с иных категорий
27.05.2020,12:40:00,д Нововоскресенка,134,55.45388888888889,71.38305555555556,9.0,2.1,6,6,6,с иных категорий
08.05.2020,13:30:00,с Лорис-Меликово,60,55.558055555555555,71.69111111111111,6.0,7,24.8,24.8,24.8,с иных категорий
09.05.2020,13:30:00,с Старинка,111,55.71388888888889,71.51805555555555,6.0,5.5,19.5,19.5,19.5,с иных категорий
10.05.2020,12:30:00,д Фомиха,4,55.528055555555554,71.52305555555556,4.0,2,8,8,8,с иных категорий
05.06.2020,05:00:00,д Михайловка,194,55.55888888888889,71.2161111111111,12.0,8,24.3,24.3,24.3,с иных категорий
18.05.2020,14:00:00,д Демьяновка,333,55.52388888888889,71.47,12.0,5.9,13.2,13.2,0,с иных категорий
10.06.2020,16:00:00,с Большепесчанка,227,55.850833333333334,70.99,6.0,2,3.1,3.1,3.1,с иных категорий
15.06.2020,13:00:00,д Ростовка,116,55.371944444444445,71.92111111111112,8.0,6,18.8,18.8,18.8,от гроз
23.07.2020,08:00:00,д Ветлинка,312,55.393055555555556,70.46472222222222,5.0,1,4.5,4.5,4.5,с иных категорий
06.07.2020,10:00:00,д Ростовка,271,55.38194444444444,71.83,3.0,7,15.3,15.3,15.3,с иных категорий
27.07.2020,15:00:00,д Фомиха,106,55.44861111111111,71.52444444444444,4.0,0.5,2.5,2.5,2.5,с иных категорий
13.07.2020,10:00:00,д Нахимовка,235,55.30694444444445,71.25611111111111,4.0,2,10,10,10,с иных категорий
09.08.2020,00:10:00,с Мангут,330,55.80111111111111,70.7461111111111,4.0,1,3.5,3.5,3.5,с иных категорий
15.09.2020,14:00:00,д Кабаново,342,55.39611111111111,70.83611111111111,6.0,7,14.1,14.1,14.1,с иных категорий
20.09.2020,14:30:00,д Спасск,237,55.36694444444444,71.55194444444444,6.0,4,12,12,12,с иных категорий
20.10.2020,08:00:00,с Князево,250,55.331944444444446,70.95,7.0,5,14.2,14.2,14.2,с иных категорий
20.10.2020,09:00:00,д Гагаринка,301,55.541111111111114,71.21888888888888,7.0,12,24.3,24.3,24.3,с иных категорий
21.10.2020,08:30:00,д Рыбье,40,55.471111111111114,71.02888888888889,4.0,6,23.7,23.7,23.7,с иных категорий
21.10.2020,14:00:00,с Лорис-Меликово,34,55.60388888888889,71.63388888888889,4.0,6,11,11,11,с иных категорий
06.10.2020,13:00:00,с Утичье,246,55.283055555555556,71.5,7.0,5.5,12.5,12.5,12.5,с иных категорий
17.10.2020,11:00:00,с Утичье,210,55.26,71.585,22.0,8,20.1,20.1,20.1,с иных категорий
18.10.2020,09:00:00,с Князево,215,55.306111111111115,70.95111111111112,17.0,10,22.7,22.7,22.7,с иных категорий
18.10.2020,09:00:00,г Называевск,122,55.53611111111111,71.42611111111111,17.0,2,6,6,6,с иных категорий
16.04.2020,17:00:00,д Покрово-Иртышское,304,54.568888888888885,74.11805555555556,6.0,8,17.7,17.7,17.7,с иных категорий
16.04.2020,14:00:00,д Бородинка,65,55.31138888888889,73.73555555555555,4.0,20,56.7,56.7,56.7,с иных категорий
17.04.2020,14:10:00,с Ульяновка,141,54.94611111111111,73.70611111111111,8.0,4,11.3,11.3,11.3,с иных категорий
17.04.2020,15:00:00,с Красноярка,78,55.325833333333335,73.13694444444444,8.0,1.2,4.1,4.1,1.2,мн
17.04.2020,17:00:00,с Красноярка,162,55.3075,73.10388888888889,8.0,0.2,0.5,0.5,0.5,с иных категорий
17.04.2020,14:30:00,д Девятериковка,163,55.225,73.84305555555555,8.0,6,22,22,22,с иных категорий
17.04.2020,13:30:00,д Калиновка,75,55.21111111111111,73.66388888888889,8.0,4,13.1,13.1,13.1,с иных категорий
17.04.2020,12:00:00,д Бородинка,55,55.32055555555556,73.71805555555555,8.0,2,5.3,5.3,5.3,с иных категорий
17.04.2020,14:00:00,с Покровка,197,55.34388888888889,73.42111111111112,8.0,2,8.6,8.6,8.6,с иных категорий
17.04.2020,13:45:00,д Богдановка,151,54.98888888888889,74.19111111111111,8.0,2,22.2,22.2,22.2,с иных категорий
17.04.2020,15:45:00,с Георгиевка,172,54.99305555555556,74.32,8.0,2,11.4,11.4,11.4,с иных категорий
18.04.2020,01:00:00,д Бородинка,310,55.299166666666665,73.67194444444445,6.0,2,6.8,6.8,6.8,мн
18.04.2020,13:00:00,д Ближняя Роща,283,54.903055555555554,72.91111111111111,9.0,4,7.2,7.2,1.2,мн
18.04.2020,13:00:00,д Сыропятская,240,55.08555555555556,73.0,8.0,2,6.2,6.2,6.2,с иных категорий
18.04.2020,13:00:00,с Никоновка,135,55.6525,73.48333333333333,8.0,6,30.2,30.2,30.2,с иных категорий
18.04.2020,19:00:00,д Богдановка,151,55.03666666666667,74.275,8.0,1,7.2,7.2,7.2,с иных категорий
18.04.2020,15:00:00,с Покровка,123,55.38805555555555,73.4588888888889,8.0,4,15.3,15.3,10.1,с иных категорий
18.04.2020,14:00:00,с Надеждино,109,55.183055555555555,73.31111111111112,8.0,6,140.5,140.5,114.8,с иных категорий
19.04.2020,00:30:00,д Малахово,184,55.22555555555556,73.50472222222223,10.0,4,146.7,146.7,146,с иных категорий
19.04.2020,00:30:00,с Никоновка,186,55.38388888888889,73.63194444444444,10.0,12,49.3,49.3,49.3,мн
18.04.2020,16:30:00,д Большекулачье,224,55.22611111111111,73.30694444444444,8.0,10,183.5,183.5,183.5,с иных категорий
19.04.2020,01:00:00,д Егорьевка,219,55.11194444444445,73.71694444444445,6.0,10,70.1,70.1,69.1,с иных категорий
19.04.2020,12:00:00,д Королевка,190,55.39972222222222,73.63055555555556,2.0,4,10.5,10.5,10.5,мн
19.04.2020,12:00:00,с Никоновка,54,55.38611111111111,73.58305555555556,3.0,2,16.4,16.4,16.4,с иных категорий
19.04.2020,13:30:00,д Девятериковка,204,55.221111111111114,73.805,3.0,2,16.9,16.9,16.9,с иных категорий
19.04.2020,13:00:00,с Юрьево,14,55.09888888888889,74.2088888888889,3.0,7.5,35.7,35.7,35.7,с иных категорий
19.04.2020,18:00:00,с Юрьево,14,55.09888888888889,74.2088888888889,4.0,4,24.8,24.8,17.3,с иных категорий
20.04.2020,09:00:00,с Юрьево,14,55.09888888888889,74.2088888888889,3.0,3,28.5,28.5,28.5,с иных категорий
20.04.2020,13:30:00,д Сосновка,1,54.93194444444445,74.165,3.0,2,9.8,9.8,9.8,с иных категорий
20.04.2020,16:00:00,д Девятериковка,301,55.26888888888889,73.77694444444444,3.0,8,44.6,44.6,44.6,с иных категорий
21.04.2020,08:00:00,д Алексеевка,244,55.291111111111114,73.43,6.0,10,48.7,48.7,42.9,с иных категорий
21.04.2020,00:30:00,д Травкино,57,54.99333333333333,73.755,4.0,10,20,20,0,мн
21.04.2020,10:00:00,д Девятериковка,322,55.286944444444444,73.78111111111112,6.0,2,9,9,9,с иных категорий
21.04.2020,14:30:00,д Классино,283,55.315,73.47111111111111,6.0,1,11.8,11.8,11.8,с иных категорий
22.04.2020,11:00:00,д Королевка,135,55.39111111111111,73.68888888888888,10.0,2,7.1,7.1,7.1,с иных категорий
22.04.2020,14:30:00,д Зеленая Роща,88,54.926944444444445,73.73305555555555,10.0,2,5.8,5.8,5.8,с иных категорий
22.04.2020,15:00:00,д Ближняя Роща,283,54.903055555555554,72.91111111111111,10.0,6,11.8,11.8,11.8,с иных категорий
22.04.2020,18:00:00,д Петровка,70,55.04,73.56388888888888,10.0,6,8.4,8.4,1.4,с иных категорий
22.04.2020,12:30:00,д Егорьевка,55,55.19111111111111,73.82,10.0,3,8.6,8.6,8.6,с иных категорий
22.04.2020,15:30:00,д Королевка,125,55.39111111111111,73.68888888888888,7.0,1,3.8,3.8,3.8,с иных категорий
22.04.2020,18:00:00,с Морозовка,135,54.90611111111111,73.58194444444445,10.0,0.1,0.4,0.4,0.4,с иных категорий
22.04.2020,18:00:00,с Надеждино,110,55.18277777777778,73.29472222222222,10.0,3,8.6,8.6,8.6,с иных категорий
22.04.2020,13:30:00,с Красноярка,87,55.323055555555555,73.12305555555555,10.0,3,24.5,24.5,23.6,мн
23.04.2020,06:00:00,п Рощинский,280,55.282222222222224,74.2325,8.0,15,42.5,42.5,42.5,с иных категорий
23.04.2020,07:30:00,д Алексеевка,335,55.350833333333334,73.34805555555556,6.0,4,40.3,40.3,40.3,с иных категорий
24.04.2020,09:30:00,д Трусовка,248,55.23444444444444,73.68194444444444,3.0,2,8.8,8.8,8.8,с иных категорий
25.04.2020,12:00:00,д Зеленовка,4,55.13722222222222,73.38555555555556,10.0,1,3.1,3.1,3.1,с иных категорий
26.04.2020,14:30:00,д Девятериковка,12,55.499722222222225,73.92444444444445,7.0,3,11.8,11.8,11.8,с иных категорий
27.04.2020,12:15:00,д Комсомол,288,54.665,73.93638888888889,7.0,3,9.5,9.5,9.5,с иных категорий
27.04.2020,16:30:00,п Красная Тула,52,54.6575,74.32472222222222,3.0,2,8,8,8,с иных категорий
11.04.2020,14:30:00,д Покрово-Иртышское,292,54.57,74.09305555555555,6.0,6,49.7,49.7,34.6,с иных категорий
11.04.2020,16:30:00,д Алексеевка,137,55.519444444444446,73.62194444444444,6.0,7,7.3,7.3,7.3,с иных категорий
11.04.2020,17:00:00,д Халдеевка,20,55.33888888888889,73.67111111111112,6.0,2,6.9,6.9,6.9,с иных категорий
11.04.2020,15:00:00,с Ачаир,38,54.66888888888889,73.89194444444445,6.0,0.5,11.7,11.7,11.7,с иных категорий
12.04.2020,16:00:00,д Подгородка,0,55.159166666666664,73.545,7.0,2,8.1,8.1,2.3,мн
12.04.2020,15:00:00,д Халдеевка,273,55.33,73.595,7.0,25,43.1,43.1,43.1,с иных категорий
13.04.2020,12:00:00,д Девятериковка,234,55.231944444444444,73.78194444444445,4.0,4,10.7,10.7,10.7,с иных категорий
13.04.2020,18:00:00,д Алексеевка,176,55.31305555555556,73.37472222222222,4.0,0.01,0.2,0.2,0.2,мн
13.04.2020,19:30:00,д Алексеевка,245,55.30083333333334,73.2925,4.0,0.1,0.2,0.2,0.2,мн
14.04.2020,00:30:00,д Халдеевка,340,55.365,73.6288888888889,3.0,2,6.1,6.1,6.1,с иных категорий
14.04.2020,01:00:00,д Девятериковка,36,55.265,73.83305555555556,3.0,2,6,6,6,с иных категорий
14.04.2020,13:00:00,д 18 Партсъезд,259,55.110277777777775,73.61666666666666,7.0,2.5,10.9,10.9,10.9,с иных категорий
14.04.2020,14:00:00,д 18 Партсъезд,277,55.119166666666665,73.60388888888889,7.0,4,17.7,17.7,17.7,с иных категорий
14.04.2020,16:30:00,с Богословка,154,54.99027777777778,73.76194444444444,7.0,11,27.1,27.1,6.9,с иных категорий
14.04.2020,15:00:00,д Петровка,97,55.256388888888885,73.58888888888889,7.0,3,14.7,14.7,14.7,с иных категорий
26.05.2020,15:30:00,п Иртышский,320,54.839166666666664,73.54138888888889,8.0,1,2.2,2.2,2.2,мн
07.05.2020,10:00:00,д Давыдовка,82,55.1525,73.41111111111111,3.0,2,9.1,9.1,9.1,мн
07.05.2020,14:30:00,д Королевка,124,55.37388888888889,73.74805555555555,3.0,0.5,2.9,2.9,2.9,с иных категорий
27.05.2020,12:00:00,д Классино,299,55.33083333333333,73.45083333333334,5.0,2.5,7.7,7.7,2.7,мн
27.05.2020,14:30:00,с Калинино,209,54.83222222222222,73.7311111111111,5.0,10,23.3,23.3,23.3,с иных категорий
08.05.2020,14:00:00,д Егорьевка,298,55.18888888888889,73.69805555555556,3.0,2,9,9,9,с иных категорий
28.05.2020,14:00:00,с Юрьево,38,55.176944444444445,74.24388888888889,6.0,5,17,17,17,с иных категорий
09.05.2020,15:30:00,п Иртышский,60,54.79694444444444,73.62472222222222,4.0,1.6,2.6,2.6,2.6,мн
29.05.2020,10:00:00,с Розовка,39,54.725,73.69638888888889,4.0,1,3.5,3.5,3.5,мн
29.05.2020,12:00:00,д Трусовка,286,55.25,73.6438888888889,4.0,4,9.1,9.1,9.1,с иных категорий
30.05.2020,14:00:00,д Калиновка,15,55.231944444444444,73.62388888888889,8.0,0.5,2.9,2.9,1.2,мн
12.05.2020,10:00:00,с Борки,227,54.99638888888889,73.98333333333333,3.0,1,5.9,5.9,5.9,с иных категорий
14.05.2020,11:00:00,д Классино,304,55.32694444444444,73.4588888888889,3.0,4,21,21,19.8,мн
14.05.2020,19:30:00,д Новороссийка,137,54.83416666666667,74.13166666666666,3.0,0.5,6.5,6.5,6.5,с иных категорий
