"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
03.06.2020,13:30:00,п Ключи,123,55.139722222222225,73.27,5.0,0.5,1,1,1,мн
15.05.2020,06:00:00,с Красноярка,193,55.314166666666665,73.09083333333334,3.0,0.5,1.9,1.9,1.9,мн
06.06.2020,14:00:00,д Калиновка,286,55.21388888888889,73.5411111111111,5.0,0.5,1.1,1.1,1.1,с иных категорий
17.05.2020,16:00:00,с Калинино,196,54.831944444444446,73.74111111111111,6.0,9,24.9,24.9,24.9,с иных категорий
07.06.2020,13:35:00,с Ульяновка,146,54.958888888888886,73.83611111111111,2.0,6,15,15,15,с иных категорий
08.06.2020,11:30:00,д Калиновка,286,55.21388888888889,73.54083333333334,5.0,1,18.5,18.5,18.5,с иных категорий
13.06.2020,12:30:00,д Ракитинка,199,55.14972222222222,73.68305555555555,,1,2.5,2.5,2.5,с иных категорий
14.06.2020,13:00:00,п Ачаирский,358,54.62277777777778,73.99861111111112,5.0,2,6,6,6,мн
15.06.2020,00:10:00,с Михайловка,245,54.743611111111115,74.1913888888889,5.0,9,24.1,24.1,24.1,с иных категорий
19.07.2020,07:00:00,с Красноярка,228,55.316944444444445,73.08111111111111,5.0,0.7,1.1,1.1,1.1,мн
06.08.2020,14:00:00,д Королевка,37,55.388888888888886,73.70611111111111,5.0,2,2.6,2.6,2.6,мн
09.07.2020,09:00:00,с Михайловка,165,54.72027777777778,74.29527777777778,7.0,3,5.6,5.6,5.6,с иных категорий
28.07.2020,20:00:00,д Королевка,158,55.38194444444444,73.7088888888889,5.0,0.5,14.6,14.6,14.6,мн
11.07.2020,00:30:00,д Трусовка,319,55.25527777777778,73.6913888888889,3.0,3,6.3,6.3,6.3,мн
12.07.2020,15:00:00,с Красноярка,220,55.314166666666665,73.09138888888889,8.0,0.3,0.8,0.8,0.8,мн
01.08.2020,11:30:00,д Смирновка,225,54.763888888888886,73.93,10.0,0.5,24,24,24,с иных категорий
14.07.2020,13:00:00,д Травкино,130,54.9625,73.69583333333334,7.0,1.5,2,2,2,мн
14.07.2020,14:30:00,д Трусовка,337,55.26,73.69694444444444,7.0,2,3.2,3.2,3.2,мн
03.08.2020,15:00:00,с Усть-Заостровка,34,54.7825,73.63222222222223,5.0,4,15.4,15.4,15.4,мн
03.08.2020,13:30:00,д Смирновка,210,54.76111111111111,73.925,5.0,6,21.4,21.4,19.5,с иных категорий
03.08.2020,01:00:00,д Зеленовка,275,55.136944444444445,73.33305555555556,5.0,2,6.2,6.2,6.2,мн
03.08.2020,13:30:00,д Давыдовка,16,55.19,73.4811111111111,5.0,2.5,23.9,23.9,23.9,с иных категорий
04.08.2020,00:30:00,с Михайловка,200,54.71888888888889,74.24666666666667,6.0,5,14.5,14.5,14.5,с иных категорий
04.08.2020,16:00:00,д Халдеевка,242,55.31111111111111,73.59694444444445,4.0,4.5,14.3,14.3,14.3,с иных категорий
05.08.2020,14:00:00,д Николенко,129,55.763888888888886,73.93,3.0,5,23.8,23.8,13.2,мн
08.08.2020,16:30:00,п Дачный,73,55.257777777777775,73.37861111111111,3.0,3,3,3,3,мн
08.08.2020,19:30:00,д Березянка,85,55.189166666666665,73.4775,3.0,0.2,0.7,0.7,0.7,мн
09.08.2020,09:00:00,д Подгородка,275,55.18638888888889,73.6875,4.0,0.9,0.9,0.9,0.9,мн
10.08.2020,13:00:00,п Дачный,148,55.22694444444444,73.375,6.0,2,3.5,3.5,0,с иных категорий
10.08.2020,19:00:00,п СибНИВИ,252,55.074444444444445,73.78027777777778,6.0,3,5.6,5.6,5.6,с иных категорий
11.08.2020,21:00:00,п СибНИВИ,251,55.07416666666666,73.77583333333334,4.0,2,4.4,4.4,4.4,с иных категорий
12.09.2020,15:00:00,,0,55.12611111111111,73.60194444444444,0.0,0,11.5,10,1.5,мн
13.09.2020,16:30:00,,0,55.56111111111111,74.15972222222223,6.0,4,8.6,8.6,6.1,мн
21.09.2020,15:30:00,п Красная Тула,296,54.651666666666664,74.26833333333333,6.0,5,22.5,22.5,22.5,мн
30.09.2020,11:30:00,д Трусовка,191,55.2,73.69888888888889,4.0,1,3.3,3.3,3.3,с иных категорий
03.10.2020,14:00:00,п Андреевский,2,55.136944444444445,73.71111111111111,4.0,1,5.8,5.8,0.6,мн
03.10.2020,15:00:00,д Петровка,40,55.29805555555556,73.59583333333333,4.0,4,11.5,11.5,11.5,мн
20.09.2020,17:30:00,д Сосновка,225,54.95111111111111,74.07444444444444,6.0,5,12.3,12.3,12.3,мн
29.09.2020,15:30:00,д Халдеевка,303,55.34583333333333,73.60972222222222,4.0,3,7.3,7.3,0.3,мн
15.10.2020,15:00:00,д Егорьевка,264,55.164722222222224,73.6925,3.0,1,2.4,2.4,2.4,мн
17.10.2020,12:30:00,д Подгородка,135,55.14111111111111,73.5725,7.0,0.2,0.2,0.2,0.2,мн
17.10.2020,12:00:00,д Девятериковка,45,55.29388888888889,73.87805555555556,10.0,18,27.1,27.1,27.1,с иных категорий
18.10.2020,00:30:00,д Луговая,48,54.65111111111111,73.95305555555555,15.0,30,66.2,66.2,66.2,с иных категорий
19.10.2020,15:00:00,д Классино,60,55.41555555555556,73.7,8.0,6,24.7,24.7,24.7,мн
17.04.2020,15:00:00,д Степановка,113,55.702777777777776,73.54527777777778,14.0,9.6,20.6,20.6,20.6,мн
18.04.2020,14:16:00,с Андреевка,154,55.769444444444446,73.78305555555555,18.0,50,43.8,43.8,43.8,мн
18.04.2020,10:30:00,д Аксеново,174,55.54,73.28888888888889,20.0,15,58.5,58.5,58.5,мн
18.04.2020,07:00:00,д Урусово,76,55.67111111111111,73.38805555555555,15.0,10,58.9,58.9,58.9,мн
19.04.2020,00:15:00,д Александровка,338,55.86472222222222,73.35305555555556,5.0,1,5.7,5.7,5.7,мн
19.04.2020,07:40:00,д Степановка,210,55.685,73.46694444444445,6.0,28,57.3,57.3,57.3,мн
19.04.2020,15:00:00,д Александровка,137,55.87111111111111,73.47194444444445,5.0,3,11.6,11.6,11.6,мн
20.04.2020,00:20:00,д Степановка,61,55.73777777777778,73.40916666666666,3.0,4,11.4,11.4,11.4,мн
20.04.2020,13:30:00,д Ивановка,355,55.74027777777778,73.68111111111111,2.0,7.8,18.4,18.4,18.4,мн
20.04.2020,14:20:00,д Казырлы,41,55.84888888888889,73.75944444444444,3.0,12,23.4,23.4,23.4,мн
21.04.2020,08:30:00,д Ивановка,315,55.71111111111111,73.63111111111111,5.0,35,97.2,97.2,73.2,мн
21.04.2020,11:00:00,д Карманово,317,55.85388888888889,73.38111111111111,4.0,3,24.1,24.1,24.1,мн
21.04.2020,16:40:00,д Казырлы,359,55.85388888888889,73.735,4.0,3,21.9,21.9,18.9,мн
22.04.2020,08:30:00,д Увальная Бития,137,55.51444444444444,73.31305555555555,8.0,10,20.9,20.9,20.9,мн
22.04.2020,15:30:00,с Нижнеиртышское,60,55.44638888888889,73.23916666666666,14.0,2,7.9,7.9,7.9,мн
22.04.2020,14:30:00,д Степановка,280,55.70916666666667,73.5425,15.0,9,23.6,23.6,23.6,мн
23.04.2020,00:30:00,д Плоское,359,55.89388888888889,72.96388888888889,10.0,6,15.7,15.7,15.7,мн
23.04.2020,05:00:00,д Новопокровка,351,55.56638888888889,73.18527777777778,10.0,3,6.5,6.5,6.5,мн
26.04.2020,11:00:00,д Тамбовка,23,55.51638888888889,73.04611111111112,9.0,1,4.9,4.9,4.9,мн
26.04.2020,14:30:00,с Новотроицк,31,55.79611111111111,73.08194444444445,12.0,8.5,59.3,59.3,59.3,мн
26.04.2020,15:30:00,д Аксеново,49,55.545833333333334,73.24194444444444,7.0,1.5,4.2,4.2,4.2,мн
27.04.2020,15:00:00,с Андреевка,203,55.65611111111111,73.81,10.0,3.5,13.2,13.2,13.2,мн
28.04.2020,00:20:00,д Увальная Бития,304,55.51166666666666,73.30083333333333,7.0,32,130.6,130.6,130.6,мн
14.04.2020,13:10:00,с Андреевка,116,55.705,73.87083333333334,6.0,0.6,1.9,1.9,1.9,мн
14.04.2020,14:00:00,д Урусово,290,55.56055555555555,73.35305555555556,5.0,3,12.4,12.4,12.4,мн
07.05.2020,11:00:00,д Урусово,299,55.67111111111111,73.2611111111111,4.0,1,4.4,4.4,4.4,мн
08.05.2020,15:50:00,д Плоское,95,55.844166666666666,72.99777777777778,3.0,0.2,2,2,2,мн
30.05.2020,12:30:00,рп Саргатское,206,55.558055555555555,73.44111111111111,7.0,0.2,0.9,0.9,0.9,мн
06.06.2020,15:15:00,д Плоское,357,55.85944444444444,72.97555555555556,6.0,0.3,1.3,1.3,1.3,мн
09.06.2020,15:15:00,д Беспалово,230,55.93222222222222,73.29055555555556,4.0,1,1.5,1.5,1.5,мн
09.06.2020,15:35:00,с Баженово,46,55.657222222222224,73.13361111111111,4.0,0.5,4.9,4.9,4.9,мн
13.06.2020,10:00:00,д Увальная Бития,22,55.536944444444444,73.38,9.0,6,16.1,16.1,16.1,мн
18.07.2020,12:30:00,д Куртайлы,146,55.9675,73.05333333333333,6.0,2,5.2,5.2,5.2,мн
21.07.2020,00:30:00,д Куртайлы,350,55.94916666666667,73.07388888888889,3.0,5.5,19.9,19.9,19.9,мн
22.07.2020,15:10:00,д Куртайлы,305,55.9675,73.05333333333333,8.0,4.7,15.4,15.4,15.4,от гроз
26.07.2020,10:30:00,д Ивановка,154,55.68833333333333,73.67833333333333,3.0,2,4.7,4.7,4.7,мн
26.07.2020,15:10:00,с Новотроицк,71,55.763888888888886,72.98444444444445,3.0,1.5,4.2,4.2,4.2,мн
30.07.2020,12:20:00,д Павловка,100,55.568888888888885,72.86611111111111,2.0,5,18.5,18.5,18.5,линейные объекты
15.07.2020,15:45:00,д Карманово,182,55.852222222222224,73.46166666666667,2.0,0.5,8.3,8.3,8.3,мн
16.07.2020,10:00:00,д Десподзиновка,135,55.73694444444445,73.23805555555556,3.0,5,12.5,12.5,12.5,мн
17.07.2020,16:10:00,д Куртайлы,7,55.97805555555556,73.10388888888889,1.0,0.7,1.1,1.1,1.1,мн
01.09.2020,13:00:00,с Нижнеиртышское,288,55.458888888888886,73.20194444444445,8.0,0.2,0.7,0.7,0.7,мн
15.09.2020,00:30:00,,0,55.66,73.57194444444444,5.0,0.7,1.4,1.4,1.4,мн
20.10.2020,08:00:00,д Тамбовка,294,55.495,72.94111111111111,5.0,1,6.7,6.7,6.7,мн
21.10.2020,07:00:00,д Орловка,39,55.941944444444445,73.62388888888889,2.0,12,15.4,15.4,15.4,мн
02.10.2020,16:00:00,д Аксеново,197,55.51972222222222,73.25805555555556,5.0,1.5,7.6,7.6,7.6,мн
17.10.2020,05:00:00,д Александровка,55,55.91694444444445,73.42694444444444,12.0,15,144.9,144.9,144.9,мн
17.10.2020,16:30:00,д Урусово,171,55.635555555555555,73.50361111111111,16.0,50,281,281,281,мн
18.10.2020,11:00:00,д Орловка,299,55.92805555555555,73.52694444444444,8.0,15,79.6,79.6,79.6,мн
18.10.2020,07:00:00,д Павловка,141,55.53611111111111,72.85805555555555,10.0,40,241.2,241.2,241.2,мн
23.04.2020,00:30:00,д Денисовка,17,57.03388888888889,75.43805555555555,15.0,16,24,24,24,с иных категорий
27.04.2020,01:30:00,д Денисовка,38,57.00888888888889,75.39888888888889,10.0,11,23,23,23,с иных категорий
28.04.2020,02:30:00,д Денисовка,30,56.98888888888889,75.35277777777777,10.0,8,17,17,17,с иных категорий
16.04.2020,19:20:00,д Белоусовка,182,54.01222222222222,73.55333333333333,3.0,8,22,22,22,с иных категорий
17.04.2020,14:00:00,с Сосновское,153,54.56055555555555,73.19694444444444,5.0,15,24.3,24.3,24.3,с иных категорий
18.04.2020,17:00:00,д Сибкоммуна,10,54.77472222222222,73.44194444444445,11.0,9,17,17,17,с иных категорий
18.04.2020,14:40:00,д Белоусовка,195,53.959722222222226,73.49972222222222,13.0,6,12.8,12.8,12.8,с иных категорий
19.04.2020,12:00:00,д Кошкарево,41,54.725833333333334,73.31277777777778,2.0,3,6,6,6,с иных категорий
21.04.2020,18:10:00,аул Кирибай,162,54.309444444444445,73.93194444444444,6.0,6.5,8.2,8.2,8.2,с иных категорий
22.04.2020,15:00:00,д Черноглазовка,68,54.32361111111111,73.93916666666667,6.0,17,20.2,20.2,20.2,с иных категорий
22.04.2020,14:30:00,д Кудук-Чилик,329,54.540277777777774,73.07222222222222,12.0,6,21.7,21.7,21.7,мн
22.04.2020,13:00:00,с Звонарев Кут,88,54.69,73.47416666666666,11.0,2,7.8,7.8,7.8,мн
26.04.2020,12:00:00,с Воронково,327,54.533055555555556,73.08611111111111,10.0,10,23,23,23,с иных категорий
26.04.2020,20:00:00,д Руслановка,71,54.68194444444445,72.88888888888889,6.0,3,6.5,6.5,6.5,мн
12.04.2020,10:00:00,д Пальцевка,280,54.475833333333334,73.68555555555555,6.0,10,24.5,24.5,24.5,с иных категорий
13.04.2020,08:00:00,ст Стрела,30,54.58583333333333,73.7425,7.0,2.9,4.9,4.9,4.9,с иных категорий
13.04.2020,13:30:00,д Веселые Рощи,172,54.48694444444445,73.56194444444445,4.0,3,9.9,9.9,9.9,с иных категорий
03.06.2020,15:20:00,д Кудук-Чилик,302,54.53194444444444,73.04527777777778,12.0,4,7.2,7.2,7.2,мн
15.06.2020,09:30:00,рп Таврическое,64,54.57222222222222,73.5736111111111,3.0,3,22,22,22,мн
25.06.2020,08:30:00,рп Таврическое,57,54.57388888888889,73.57722222222222,5.0,0.7,1.3,1.3,1.3,мн
29.07.2020,16:45:00,д Лобково,111,54.71888888888889,73.49527777777777,3.0,1,1.3,1.3,1.3,мн
14.07.2020,15:45:00,д Солоновка,8,54.54,73.95166666666667,6.0,12,16,16,16,мн
03.08.2020,14:00:00,д Краснодарка,245,54.23305555555555,73.96,6.0,5,10.5,10.5,10.5,мн
03.08.2020,12:00:00,д Лапино,179,54.606944444444444,73.53972222222222,12.0,3,6.2,6.2,6.2,мн
12.09.2020,17:30:00,,0,54.596666666666664,73.0025,0.0,0,16.4,16.4,16.4,мн
15.09.2020,12:30:00,д Новобелозеровка,315,54.63194444444444,73.35694444444445,15.0,3,6,6,6,мн
22.09.2020,16:00:00,с Садовое,55,54.632777777777775,73.2161111111111,12.0,0.5,0.9,0.9,0.9,мн
05.10.2020,17:00:00,с Сосновское,296,54.568888888888885,73.25527777777778,10.0,4,6,6,6,мн
16.10.2020,09:00:00,д Сосновка,157,54.458888888888886,74.12444444444445,6.0,6,11,11,11,мн
18.10.2020,00:10:00,д Барсуковка,129,54.60194444444444,73.0125,32.0,1.5,7.3,7.3,7.3,мн
19.10.2020,12:00:00,д Лапино,127,54.56861111111111,73.54833333333333,6.0,0.1,0.2,0.2,0.2,мн
18.04.2020,13:00:00,д Квашнино,121,56.385,73.59,4.0,5,19.4,19.4,15.4,с иных категорий
20.04.2020,09:00:00,с Кутырлы,43,56.21888888888889,73.01194444444444,2.0,7,24.3,24.3,18.3,с иных категорий
20.04.2020,15:00:00,с Кутырлы,103,56.19111111111111,73.01194444444444,3.0,9,24,24,24,с иных категорий
20.04.2020,13:00:00,с Колосовка,143,56.41694444444445,73.67611111111111,3.0,5,20.5,20.5,20.5,мн
21.04.2020,12:00:00,д Коготово,331,56.58,73.54805555555555,4.0,5.5,22.5,22.5,22.5,с иных категорий
21.04.2020,11:00:00,с Таскатлы,135,56.223055555555554,73.18194444444444,4.0,8.5,22.8,22.8,22.8,с иных категорий
22.04.2020,13:00:00,с Кутырлы,170,56.17777777777778,72.97083333333333,7.0,11.2,39.5,39.5,36.3,с иных категорий
26.04.2020,15:30:00,д Новотроицк,163,56.38805555555555,73.34611111111111,6.0,6.5,21.4,21.4,18.9,с иных категорий
26.04.2020,08:30:00,д Зеленая,348,56.39694444444444,73.13194444444444,5.0,4.5,9,9,3,с иных категорий
08.05.2020,00:00:00,д Бешметовка,101,56.77194444444444,74.78305555555555,5.0,5.3,24.9,24.9,24.9,с иных категорий
09.05.2020,15:00:00,с Корсино,97,56.56388888888889,74.06694444444445,3.0,6.5,20.5,20.5,20.5,с иных категорий
10.05.2020,14:00:00,д Устюгово,274,56.57,74.09416666666667,3.0,7.2,19.8,19.8,19.8,с иных категорий
10.05.2020,09:30:00,д Уразай,170,56.79555555555555,74.82055555555556,3.0,6.1,19.4,19.4,19.4,с иных категорий
20.10.2020,10:00:00,с Строкино,107,56.33888888888889,73.54611111111112,4.0,5,23.5,23.5,23.5,с иных категорий
21.10.2020,12:00:00,с Строкино,128,56.31111111111111,73.53194444444445,5.0,3,21.1,21.1,21.1,с иных категорий
17.10.2020,11:00:00,д Мясники,21,56.30111111111111,74.105,5.0,7,18.4,18.4,18.4,с иных категорий
18.10.2020,10:00:00,д Квашнино,118,56.385,73.60305555555556,6.0,9.9,19.9,19.9,19.9,с иных категорий
21.07.2020,09:30:00,п Белый Яр,331,57.62888888888889,72.35388888888889,4.0,5,24,24,24,мн
22.07.2020,09:30:00,п Белый Яр,357,57.731944444444444,72.3711111111111,3.0,4,106,106,106,от гроз
13.08.2020,08:00:00,п Белый Яр,3,57.99666666666667,72.415,5.0,1.2,1.2,1.2,1.2,от гроз
06.08.2020,09:00:00,с Ермиловка,32,57.93805555555556,73.27388888888889,3.0,20,460,460,460,от гроз
12.08.2020,12:59:00,с Ермиловка,27,58.065,73.31,5.0,25,72,72,64,от гроз
17.04.2020,11:30:00,д Чащино,11,55.945277777777775,72.16805555555555,12.0,7,23.7,23.7,23.7,мн
17.04.2020,18:30:00,д Петровка,20,55.80027777777778,72.09666666666666,12.0,5,20.1,20.1,20.1,мн
17.04.2020,13:00:00,д Савиново,36,56.221944444444446,72.85888888888888,12.0,4.2,20.5,20.5,12.5,мн
18.04.2020,12:00:00,с Бекишево,61,55.596944444444446,72.75305555555556,20.0,5.2,22,22,22,мн
18.04.2020,09:00:00,г Тюкалинск,9,55.91888888888889,72.21444444444444,20.0,34,168.9,168.9,168.9,мн
18.04.2020,10:30:00,с Старосолдатское,41,56.225,72.64611111111111,20.0,1.7,4.9,4.9,4.9,мн
19.04.2020,11:30:00,д Вторая Пятилетка,85,55.8575,72.07305555555556,8.0,4.6,16.47,16.47,14.47,мн
19.04.2020,12:00:00,д Савиново,10,56.15888888888889,72.81472222222222,8.0,4.2,22.6,22.6,22.6,мн
